Stationid,Stationname En,Exitid,Exitname Zh Tw,Exitposition Positionlon,Exitposition Positionlat,layer,stationid,exitid,groovy code,,,"exit """
R09,NTU Hospital,2,台大醫院站出口2,121.516589,25.041224,,TaiwanStation_TaiDaYiYuanNtuHospital,TaiwanStation_TaiDaYiYuanNtuHospital_2,"exit ""TaiwanStation_TaiDaYiYuanNtuHospital_2"" with { short_name ""2"" coords { lat 121.516589; lon 25.041224 } layer 0 }",,,
R09,NTU Hospital,3,台大醫院站出口3,121.516632,25.042808,,TaiwanStation_TaiDaYiYuanNtuHospital,TaiwanStation_TaiDaYiYuanNtuHospital_3,"exit ""TaiwanStation_TaiDaYiYuanNtuHospital_3"" with { short_name ""3"" coords { lat 121.516632; lon 25.042808 } layer 0 }",,,
R09,NTU Hospital,4,台大醫院站出口4,121.516299,25.042876,,TaiwanStation_TaiDaYiYuanNtuHospital,TaiwanStation_TaiDaYiYuanNtuHospital_4,"exit ""TaiwanStation_TaiDaYiYuanNtuHospital_4"" with { short_name ""4"" coords { lat 121.516299; lon 25.042876 } layer 0 }",,,
R10,Taipei Main Station,M1,台北車站M1,121.518193,25.048232,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M1,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M1"" with { short_name ""M1"" coords { lat 121.518193; lon 25.048232 } layer 0 }",,,
R10,Taipei Main Station,M2,台北車站M2,121.519067,25.048064,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M2,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M2"" with { short_name ""M2"" coords { lat 121.519067; lon 25.048064 } layer 0 }",,,
R10,Taipei Main Station,M3,台北車站M3,121.517882,25.046337,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M3,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M3"" with { short_name ""M3"" coords { lat 121.517882; lon 25.046337 } layer 0 }",,,
R10,Taipei Main Station,M4,台北車站M4,121.517345,25.046485,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M4,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M4"" with { short_name ""M4"" coords { lat 121.517345; lon 25.046485 } layer 0 }",,,
R10,Taipei Main Station,M5,台北車站M5,121.516246,25.046755,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M5,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M5"" with { short_name ""M5"" coords { lat 121.516246; lon 25.046755 } layer 0 }",,,
R10,Taipei Main Station,M6,台北車站M6,121.516787,25.046234,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M6,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M6"" with { short_name ""M6"" coords { lat 121.516787; lon 25.046234 } layer 0 }",,,
R10,Taipei Main Station,M7,台北車站M7,121.518643,25.046077,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M7,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M7"" with { short_name ""M7"" coords { lat 121.518643; lon 25.046077 } layer 0 }",,,
R10,Taipei Main Station,M8,台北車站M8,121.517479,25.045948,,TaiwanStation_TaiBeiCheZhanTaipeiMainStation,TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M8,"exit ""TaiwanStation_TaiBeiCheZhanTaipeiMainStation_M8"" with { short_name ""M8"" coords { lat 121.517479; lon 25.045948 } layer 0 }",,,
R11,Zhongshan,1,中山站出口1,121.520303,25.052414,,TaiwanStation_ZhongShanZhongshan,TaiwanStation_ZhongShanZhongshan_1,"exit ""TaiwanStation_ZhongShanZhongshan_1"" with { short_name ""1"" coords { lat 121.520303; lon 25.052414 } layer 0 }",,,
R11,Zhongshan,2,中山站出口2,121.521063,25.052382,,TaiwanStation_ZhongShanZhongshan,TaiwanStation_ZhongShanZhongshan_2,"exit ""TaiwanStation_ZhongShanZhongshan_2"" with { short_name ""2"" coords { lat 121.521063; lon 25.052382 } layer 0 }",,,
R11,Zhongshan,3,中山站出口3,121.521154,25.052611,,TaiwanStation_ZhongShanZhongshan,TaiwanStation_ZhongShanZhongshan_3,"exit ""TaiwanStation_ZhongShanZhongshan_3"" with { short_name ""3"" coords { lat 121.521154; lon 25.052611 } layer 0 }",,,
R11,Zhongshan,4,中山站出口4,121.520306,25.052858,,TaiwanStation_ZhongShanZhongshan,TaiwanStation_ZhongShanZhongshan_4,"exit ""TaiwanStation_ZhongShanZhongshan_4"" with { short_name ""4"" coords { lat 121.520306; lon 25.052858 } layer 0 }",,,
R11,Zhongshan,5,中山站出口5,121.519329,25.053037,,TaiwanStation_ZhongShanZhongshan,TaiwanStation_ZhongShanZhongshan_5,"exit ""TaiwanStation_ZhongShanZhongshan_5"" with { short_name ""5"" coords { lat 121.519329; lon 25.053037 } layer 0 }",,,
R11,Zhongshan,6,中山站出口6,121.519007,25.052833,,TaiwanStation_ZhongShanZhongshan,TaiwanStation_ZhongShanZhongshan_6,"exit ""TaiwanStation_ZhongShanZhongshan_6"" with { short_name ""6"" coords { lat 121.519007; lon 25.052833 } layer 0 }",,,
R12,Shuanglian,1,雙連站出口1,121.520588,25.057499,,TaiwanStation_ShuangLianShuanglian,TaiwanStation_ShuangLianShuanglian_1,"exit ""TaiwanStation_ShuangLianShuanglian_1"" with { short_name ""1"" coords { lat 121.520588; lon 25.057499 } layer 0 }",,,
R12,Shuanglian,2,雙連站出口2,121.520615,25.057825,,TaiwanStation_ShuangLianShuanglian,TaiwanStation_ShuangLianShuanglian_2,"exit ""TaiwanStation_ShuangLianShuanglian_2"" with { short_name ""2"" coords { lat 121.520615; lon 25.057825 } layer 0 }",,,
R13,Minquan W. Rd.,1,民權西路站出口1,121.519454,25.062641,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_1,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_1"" with { short_name ""1"" coords { lat 121.519454; lon 25.062641 } layer 0 }",,,
R13,Minquan W. Rd.,10,民權西路站出口10,121.519791,25.063063,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_10,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_10"" with { short_name ""10"" coords { lat 121.519791; lon 25.063063 } layer 0 }",,,
R13,Minquan W. Rd.,2,民權西路站出口2,121.519614,25.061878,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_2,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_2"" with { short_name ""2"" coords { lat 121.519614; lon 25.061878 } layer 0 }",,,
R13,Minquan W. Rd.,3,民權西路站出口3,121.519786,25.061766,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_3,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_3"" with { short_name ""3"" coords { lat 121.519786; lon 25.061766 } layer 0 }",,,
R13,Minquan W. Rd.,4,民權西路站出口4,121.519867,25.061936,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_4,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_4"" with { short_name ""4"" coords { lat 121.519867; lon 25.061936 } layer 0 }",,,
R13,Minquan W. Rd.,5,民權西路站出口5,121.518558,25.063122,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_5,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_5"" with { short_name ""5"" coords { lat 121.518558; lon 25.063122 } layer 0 }",,,
R13,Minquan W. Rd.,6,民權西路站出口6,121.51853,25.062693,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_6,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_6"" with { short_name ""6"" coords { lat 121.51853; lon 25.062693 } layer 0 }",,,
R13,Minquan W. Rd.,7,民權西路站出口7,121.520092,25.06267,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_7,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_7"" with { short_name ""7"" coords { lat 121.520092; lon 25.06267 } layer 0 }",,,
R13,Minquan W. Rd.,8,民權西路站出口8,121.520602,25.06266,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_8,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_8"" with { short_name ""8"" coords { lat 121.520602; lon 25.06266 } layer 0 }",,,
R13,Minquan W. Rd.,9,民權西路站出口9,121.520744,25.063027,,TaiwanStation_MinQuanXiLuMinquanWRd,TaiwanStation_MinQuanXiLuMinquanWRd_9,"exit ""TaiwanStation_MinQuanXiLuMinquanWRd_9"" with { short_name ""9"" coords { lat 121.520744; lon 25.063027 } layer 0 }",,,
R14,Yuanshan,1,圓山站出口1,121.520033,25.070785,,TaiwanStation_YuanShanYuanshan,TaiwanStation_YuanShanYuanshan_1,"exit ""TaiwanStation_YuanShanYuanshan_1"" with { short_name ""1"" coords { lat 121.520033; lon 25.070785 } layer 0 }",,,
R14,Yuanshan,2,圓山站出口2,121.520108,25.071776,,TaiwanStation_YuanShanYuanshan,TaiwanStation_YuanShanYuanshan_2,"exit ""TaiwanStation_YuanShanYuanshan_2"" with { short_name ""2"" coords { lat 121.520108; lon 25.071776 } layer 0 }",,,
R15,Jiantan,1,劍潭站出口1,121.525175,25.08503,,TaiwanStation_JianTanJiantan,TaiwanStation_JianTanJiantan_1,"exit ""TaiwanStation_JianTanJiantan_1"" with { short_name ""1"" coords { lat 121.525175; lon 25.08503 } layer 0 }",,,
R15,Jiantan,2,劍潭站出口2,121.524807,25.083466,,TaiwanStation_JianTanJiantan,TaiwanStation_JianTanJiantan_2,"exit ""TaiwanStation_JianTanJiantan_2"" with { short_name ""2"" coords { lat 121.524807; lon 25.083466 } layer 0 }",,,
R15,Jiantan,3,劍潭站出口3,121.52496,25.084284,,TaiwanStation_JianTanJiantan,TaiwanStation_JianTanJiantan_3,"exit ""TaiwanStation_JianTanJiantan_3"" with { short_name ""3"" coords { lat 121.52496; lon 25.084284 } layer 0 }",,,
R16,Shilin,1,士林站出口1,121.525966,25.094106,,TaiwanStation_ShiLinShilin,TaiwanStation_ShiLinShilin_1,"exit ""TaiwanStation_ShiLinShilin_1"" with { short_name ""1"" coords { lat 121.525966; lon 25.094106 } layer 0 }",,,
R16,Shilin,2,士林站出口2,121.526433,25.092901,,TaiwanStation_ShiLinShilin,TaiwanStation_ShiLinShilin_2,"exit ""TaiwanStation_ShiLinShilin_2"" with { short_name ""2"" coords { lat 121.526433; lon 25.092901 } layer 0 }",,,
R17,Zhishan,1,芝山站出口1,121.522636,25.102046,,TaiwanStation_ZhiShanZhishan,TaiwanStation_ZhiShanZhishan_1,"exit ""TaiwanStation_ZhiShanZhishan_1"" with { short_name ""1"" coords { lat 121.522636; lon 25.102046 } layer 0 }",,,
R17,Zhishan,2,芝山站出口2,121.522356,25.103804,,TaiwanStation_ZhiShanZhishan,TaiwanStation_ZhiShanZhishan_2,"exit ""TaiwanStation_ZhiShanZhishan_2"" with { short_name ""2"" coords { lat 121.522356; lon 25.103804 } layer 0 }",,,
R18,Mingde,0,明德站出口,121.519153,25.109298,,TaiwanStation_MingDeMingde,TaiwanStation_MingDeMingde_0,"exit ""TaiwanStation_MingDeMingde_0"" with { short_name ""0"" coords { lat 121.519153; lon 25.109298 } layer 0 }",,,
R19,Shipai,1,石牌站出口1,121.515171,25.115007,,TaiwanStation_ShiPaiShipai,TaiwanStation_ShiPaiShipai_1,"exit ""TaiwanStation_ShiPaiShipai_1"" with { short_name ""1"" coords { lat 121.515171; lon 25.115007 } layer 0 }",,,
R19,Shipai,2,石牌站出口2,121.516205,25.113602,,TaiwanStation_ShiPaiShipai,TaiwanStation_ShiPaiShipai_2,"exit ""TaiwanStation_ShiPaiShipai_2"" with { short_name ""2"" coords { lat 121.516205; lon 25.113602 } layer 0 }",,,
R20,Qilian,1,唭哩岸站出口1,121.506987,25.120673,,TaiwanStation_QiLiAnQilian,TaiwanStation_QiLiAnQilian_1,"exit ""TaiwanStation_QiLiAnQilian_1"" with { short_name ""1"" coords { lat 121.506987; lon 25.120673 } layer 0 }",,,
R20,Qilian,2,唭哩岸站出口2,121.50589,25.120854,,TaiwanStation_QiLiAnQilian,TaiwanStation_QiLiAnQilian_2,"exit ""TaiwanStation_QiLiAnQilian_2"" with { short_name ""2"" coords { lat 121.50589; lon 25.120854 } layer 0 }",,,
R21,Qiyan,0,奇岩站出口,121.50096,25.126169,,TaiwanStation_QiYanQiyan,TaiwanStation_QiYanQiyan_0,"exit ""TaiwanStation_QiYanQiyan_0"" with { short_name ""0"" coords { lat 121.50096; lon 25.126169 } layer 0 }",,,
R22,Beitou,0,北投站出口,121.49824,25.132316,,TaiwanStation_BeiTouBeitou,TaiwanStation_BeiTouBeitou_0,"exit ""TaiwanStation_BeiTouBeitou_0"" with { short_name ""0"" coords { lat 121.49824; lon 25.132316 } layer 0 }",,,
R23,Fuxinggang,1,復興崗站出口1,121.485373,25.137665,,TaiwanStation_FuXingGangFuxinggang,TaiwanStation_FuXingGangFuxinggang_1,"exit ""TaiwanStation_FuXingGangFuxinggang_1"" with { short_name ""1"" coords { lat 121.485373; lon 25.137665 } layer 0 }",,,
R23,Fuxinggang,2,復興崗站出口2,121.485159,25.137325,,TaiwanStation_FuXingGangFuxinggang,TaiwanStation_FuXingGangFuxinggang_2,"exit ""TaiwanStation_FuXingGangFuxinggang_2"" with { short_name ""2"" coords { lat 121.485159; lon 25.137325 } layer 0 }",,,
R24,Zhongyi,1,忠義站出口1,121.473169,25.131056,,TaiwanStation_ZhongYiZhongyi,TaiwanStation_ZhongYiZhongyi_1,"exit ""TaiwanStation_ZhongYiZhongyi_1"" with { short_name ""1"" coords { lat 121.473169; lon 25.131056 } layer 0 }",,,
R24,Zhongyi,2,忠義站出口2,121.473657,25.130905,,TaiwanStation_ZhongYiZhongyi,TaiwanStation_ZhongYiZhongyi_2,"exit ""TaiwanStation_ZhongYiZhongyi_2"" with { short_name ""2"" coords { lat 121.473657; lon 25.130905 } layer 0 }",,,
R25,Guandu,1,關渡站出口1,121.467215,25.125431,,TaiwanStation_GuanDuGuandu,TaiwanStation_GuanDuGuandu_1,"exit ""TaiwanStation_GuanDuGuandu_1"" with { short_name ""1"" coords { lat 121.467215; lon 25.125431 } layer 0 }",,,
R25,Guandu,2,關渡站出口2,121.466861,25.12547,,TaiwanStation_GuanDuGuandu,TaiwanStation_GuanDuGuandu_2,"exit ""TaiwanStation_GuanDuGuandu_2"" with { short_name ""2"" coords { lat 121.466861; lon 25.12547 } layer 0 }",,,
R26,Zhuwei,1,竹圍站出口1,121.459726,25.136971,,TaiwanStation_ZhuWeiZhuwei,TaiwanStation_ZhuWeiZhuwei_1,"exit ""TaiwanStation_ZhuWeiZhuwei_1"" with { short_name ""1"" coords { lat 121.459726; lon 25.136971 } layer 0 }",,,
R26,Zhuwei,2,竹圍站出口2,121.459383,25.136854,,TaiwanStation_ZhuWeiZhuwei,TaiwanStation_ZhuWeiZhuwei_2,"exit ""TaiwanStation_ZhuWeiZhuwei_2"" with { short_name ""2"" coords { lat 121.459383; lon 25.136854 } layer 0 }",,,
R27,Hongshulin,0,新北投站出口,121.503524,25.136968,,TaiwanStation_HongShuLinHongshulin,TaiwanStation_HongShuLinHongshulin_0,"exit ""TaiwanStation_HongShuLinHongshulin_0"" with { short_name ""0"" coords { lat 121.503524; lon 25.136968 } layer 0 }",,,
R27,Hongshulin,1,紅樹林站出口1,121.459039,25.154137,,TaiwanStation_HongShuLinHongshulin,TaiwanStation_HongShuLinHongshulin_1,"exit ""TaiwanStation_HongShuLinHongshulin_1"" with { short_name ""1"" coords { lat 121.459039; lon 25.154137 } layer 0 }",,,
R27,Hongshulin,2,紅樹林站出口2,121.458583,25.153831,,TaiwanStation_HongShuLinHongshulin,TaiwanStation_HongShuLinHongshulin_2,"exit ""TaiwanStation_HongShuLinHongshulin_2"" with { short_name ""2"" coords { lat 121.458583; lon 25.153831 } layer 0 }",,,
R28,Tamsui,1,淡水站出口1,121.445355,25.168084,,TaiwanStation_DanShuiTamsui,TaiwanStation_DanShuiTamsui_1,"exit ""TaiwanStation_DanShuiTamsui_1"" with { short_name ""1"" coords { lat 121.445355; lon 25.168084 } layer 0 }",,,
R28,Tamsui,2,淡水站出口2,121.445988,25.167577,,TaiwanStation_DanShuiTamsui,TaiwanStation_DanShuiTamsui_2,"exit ""TaiwanStation_DanShuiTamsui_2"" with { short_name ""2"" coords { lat 121.445988; lon 25.167577 } layer 0 }",,,
Y07,Dapinglin,1,大坪林站出口1,121.540874,24.982754,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_1,"exit ""TaiwanStation_DaPingLinDapinglin_1"" with { short_name ""1"" coords { lat 121.540874; lon 24.982754 } layer 0 }",,,
Y07,Dapinglin,2,大坪林站出口2,121.541619,24.982051,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_2,"exit ""TaiwanStation_DaPingLinDapinglin_2"" with { short_name ""2"" coords { lat 121.541619; lon 24.982051 } layer 0 }",,,
Y07,Dapinglin,3,大坪林站出口3,121.541572,24.982982,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_3,"exit ""TaiwanStation_DaPingLinDapinglin_3"" with { short_name ""3"" coords { lat 121.541572; lon 24.982982 } layer 0 }",,,
Y07,Dapinglin,4,大坪林站出口4,121.541405,24.983539,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_4,"exit ""TaiwanStation_DaPingLinDapinglin_4"" with { short_name ""4"" coords { lat 121.541405; lon 24.983539 } layer 0 }",,,
Y07,Dapinglin,5,大坪林站出口5,121.543209,24.982859,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_5,"exit ""TaiwanStation_DaPingLinDapinglin_5"" with { short_name ""5"" coords { lat 121.543209; lon 24.982859 } layer 0 }",,,
Y08,Shisizhang,0,十四張站出口,121.527701,24.984467,,TaiwanStation_ShiSiZhangShisizhang,TaiwanStation_ShiSiZhangShisizhang_0,"exit ""TaiwanStation_ShiSiZhangShisizhang_0"" with { short_name ""0"" coords { lat 121.527701; lon 24.984467 } layer 0 }",,,
Y09,Xiulang Bridge,1,秀朗橋站出口1,121.52574,24.990418,,TaiwanStation_XiuLangQiaoXiulangBridge,TaiwanStation_XiuLangQiaoXiulangBridge_1,"exit ""TaiwanStation_XiuLangQiaoXiulangBridge_1"" with { short_name ""1"" coords { lat 121.52574; lon 24.990418 } layer 0 }",,,
Y09,Xiulang Bridge,2,秀朗橋站出口2,121.525051,24.990549,,TaiwanStation_XiuLangQiaoXiulangBridge,TaiwanStation_XiuLangQiaoXiulangBridge_2,"exit ""TaiwanStation_XiuLangQiaoXiulangBridge_2"" with { short_name ""2"" coords { lat 121.525051; lon 24.990549 } layer 0 }",,,
Y10,Jingping,0,景平站出口,121.516553,24.991968,,TaiwanStation_JingPingJingping,TaiwanStation_JingPingJingping_0,"exit ""TaiwanStation_JingPingJingping_0"" with { short_name ""0"" coords { lat 121.516553; lon 24.991968 } layer 0 }",,,
Y11,Jingan,0,景安站出口,121.504632,24.993731,,TaiwanStation_JingAnJingan,TaiwanStation_JingAnJingan_0,"exit ""TaiwanStation_JingAnJingan_0"" with { short_name ""0"" coords { lat 121.504632; lon 24.993731 } layer 0 }",,,
Y12,Zhonghe,0,中和站出口,121.496052,25.001981,,TaiwanStation_ZhongHeZhonghe,TaiwanStation_ZhongHeZhonghe_0,"exit ""TaiwanStation_ZhongHeZhonghe_0"" with { short_name ""0"" coords { lat 121.496052; lon 25.001981 } layer 0 }",,,
Y13,Qiaohe,0,橋和站出口,121.490461,25.004413,,TaiwanStation_QiaoHeQiaohe,TaiwanStation_QiaoHeQiaohe_0,"exit ""TaiwanStation_QiaoHeQiaohe_0"" with { short_name ""0"" coords { lat 121.490461; lon 25.004413 } layer 0 }",,,
Y14,Zhongyuan,0,中原站出口,121.484159,25.00841,,TaiwanStation_ZhongYuanZhongyuan,TaiwanStation_ZhongYuanZhongyuan_0,"exit ""TaiwanStation_ZhongYuanZhongyuan_0"" with { short_name ""0"" coords { lat 121.484159; lon 25.00841 } layer 0 }",,,
Y15,Banxin,0,板新站出口,121.472212,25.014491,,TaiwanStation_BanXinBanxin,TaiwanStation_BanXinBanxin_0,"exit ""TaiwanStation_BanXinBanxin_0"" with { short_name ""0"" coords { lat 121.472212; lon 25.014491 } layer 0 }",,,
Y16,Banqiao,4,板橋站出口4,121.464938,25.015105,,TaiwanStation_BanQiaoBanqiao,TaiwanStation_BanQiaoBanqiao_4,"exit ""TaiwanStation_BanQiaoBanqiao_4"" with { short_name ""4"" coords { lat 121.464938; lon 25.015105 } layer 0 }",,,
Y16,Banqiao,5,板橋站出口5,121.464312,25.015502,,TaiwanStation_BanQiaoBanqiao,TaiwanStation_BanQiaoBanqiao_5,"exit ""TaiwanStation_BanQiaoBanqiao_5"" with { short_name ""5"" coords { lat 121.464312; lon 25.015502 } layer 0 }",,,
Y17,Xinpu Minsheng,0,新埔民生站出口,121.466839,25.026125,,TaiwanStation_XinBuMinShengXinpuMinsheng,TaiwanStation_XinBuMinShengXinpuMinsheng_0,"exit ""TaiwanStation_XinBuMinShengXinpuMinsheng_0"" with { short_name ""0"" coords { lat 121.466839; lon 25.026125 } layer 0 }",,,
Y18,Touqianzhuang,1,頭前庄站出口1,121.460783,25.03963,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_1,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_1"" with { short_name ""1"" coords { lat 121.460783; lon 25.03963 } layer 0 }",,,
Y18,Touqianzhuang,2,頭前庄站出口2,121.460931,25.039068,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_2,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_2"" with { short_name ""2"" coords { lat 121.460931; lon 25.039068 } layer 0 }",,,
Y18,Touqianzhuang,3,頭前庄站出口3,121.462247,25.039853,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_3,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_3"" with { short_name ""3"" coords { lat 121.462247; lon 25.039853 } layer 0 }",,,
Y18,Touqianzhuang,4,頭前庄站出口4,121.462242,25.040485,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_4,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_4"" with { short_name ""4"" coords { lat 121.462242; lon 25.040485 } layer 0 }",,,
Y19,Xingfu,1,幸福站出口1,121.460146,25.050126,,TaiwanStation_XingFuXingfu,TaiwanStation_XingFuXingfu_1,"exit ""TaiwanStation_XingFuXingfu_1"" with { short_name ""1"" coords { lat 121.460146; lon 25.050126 } layer 0 }",,,
Y19,Xingfu,2,幸福站出口2,121.460593,25.049545,,TaiwanStation_XingFuXingfu,TaiwanStation_XingFuXingfu_2,"exit ""TaiwanStation_XingFuXingfu_2"" with { short_name ""2"" coords { lat 121.460593; lon 25.049545 } layer 0 }",,,
Y20,New Taipei Industrial Park,0,新北產業園區站出口,121.459926,25.061548,,TaiwanStation_XinBeiChanYeYuanQuNewTaipeiIndustrialPark,TaiwanStation_XinBeiChanYeYuanQuNewTaipeiIndustrialPark_0,"exit ""TaiwanStation_XinBeiChanYeYuanQuNewTaipeiIndustrialPark_0"" with { short_name ""0"" coords { lat 121.459926; lon 25.061548 } layer 0 }",,,