no.,stationid,start,id_start,end,id_end,pathkind,waykind,LocationHintStructuredHint,time,station_type
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_1,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B2_1,between,ELEVATOR,,180,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_1,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B2_1,between,ESCALATOR,,180,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_1,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B2_1,between,STAIRS,,180,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_2,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B2_1,between,ELEVATOR,,90,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_2,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B2_1,between,ESCALATOR,,120,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_2,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B2_1,between,STAIRS,,120,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_5,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B1,between,STAIRS,,120,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_6,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B1,between,STAIRS,,150,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_7,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_3F,between,ELEVATOR,,120,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_7,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_3F,between,ESCALATOR,,60,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_7,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_3F,between,STAIRS,,60,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_7,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B1,between,ELEVATOR,,180,complex
,TaiwanStation_NanJingFuXingNanjingFuxing,exit,TaiwanStation_NanJingFuXingNanjingFuxing_8,facility,TaiwanStation_NanJingFuXingNanjingFuxing_TicketGate_B2_2,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_1,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_1,between,ELEVATOR,,60,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_1,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_1,between,ESCALATOR,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_1,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_1,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_2,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_2,between,ELEVATOR,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_2,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_2,between,ESCALATOR,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_2,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_2,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_2,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,ELEVATOR,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_2,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,ESCALATOR,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_2,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,STAIRS,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_3,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,ESCALATOR,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_3,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,STAIRS,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_3,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,ESCALATOR,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_3,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,STAIRS,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_4,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,ESCALATOR,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_4,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_4,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_5,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,STAIRS,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_5,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,STAIRS,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_6,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,STAIRS,,105,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_6,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,STAIRS,,105,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_7,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,ESCALATOR,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_7,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_3,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_7,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_4,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_8,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_5,between,ELEVATOR,,60,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_8,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_5,between,ESCALATOR,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_8,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_5,between,STAIRS,,90,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_8,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_6,between,ELEVATOR,,120,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_8,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_6,between,ESCALATOR,,150,complex
,TaiwanStation_SongJiangNanJingSongjiangNanjing,exit,TaiwanStation_SongJiangNanJingSongjiangNanjing_8,facility,TaiwanStation_SongJiangNanJingSongjiangNanjing_TicketGate_B1_6,between,STAIRS,,150,complex
1,TaiwanStation_GangQiGangqian,exit,TaiwanStation_GangQiGangqian_1,facility,TaiwanStation_GangQiGangqian_TicketGate_2F_1,between,STAIRS,,60,side
1,TaiwanStation_GangQiGangqian,exit,TaiwanStation_GangQiGangqian_1,facility,TaiwanStation_GangQiGangqian_TicketGate_2F_1,between,ESCALATOR,,60,side
1,TaiwanStation_GangQiGangqian,exit,TaiwanStation_GangQiGangqian_1,facility,TaiwanStation_GangQiGangqian_TicketGate_2F_1,between,ELEVATOR,,60,side
1,TaiwanStation_GangQiGangqian,exit,TaiwanStation_GangQiGangqian_2,facility,TaiwanStation_GangQiGangqian_TicketGate_2F_2,between,STAIRS,,60,side
1,TaiwanStation_GangQiGangqian,exit,TaiwanStation_GangQiGangqian_2,facility,TaiwanStation_GangQiGangqian_TicketGate_2F_2,between,ESCALATOR,,60,side
1,TaiwanStation_GangQiGangqian,exit,TaiwanStation_GangQiGangqian_2,facility,TaiwanStation_GangQiGangqian_TicketGate_2F_2,between,ELEVATOR,,60,side
2,TaiwanStation_XiHuXihu,exit,TaiwanStation_XiHuXihu_1,facility,TaiwanStation_XiHuXihu_TicketGate_3F_1,between,ELEVATOR,,90,side
2,TaiwanStation_XiHuXihu,exit,TaiwanStation_XiHuXihu_1,facility,TaiwanStation_XiHuXihu_TicketGate_3F_1,between,ESCALATOR,,180,side
2,TaiwanStation_XiHuXihu,exit,TaiwanStation_XiHuXihu_1,facility,TaiwanStation_XiHuXihu_TicketGate_3F_1,between,STAIRS,,150,side
2,TaiwanStation_XiHuXihu,exit,TaiwanStation_XiHuXihu_2,facility,TaiwanStation_XiHuXihu_TicketGate_3F_2,between,ELEVATOR,,120,side
2,TaiwanStation_XiHuXihu,exit,TaiwanStation_XiHuXihu_2,facility,TaiwanStation_XiHuXihu_TicketGate_3F_2,between,ESCALATOR,,210,side
2,TaiwanStation_XiHuXihu,exit,TaiwanStation_XiHuXihu_2,facility,TaiwanStation_XiHuXihu_TicketGate_3F_2,between,STAIRS,,180,side
3,TaiwanStation_JianNanLuJiannanRd,exit,TaiwanStation_JianNanLuJiannanRd_1,facility,TaiwanStation_JianNanLuJiannanRd_TicketGate_2F_1,between,ELEVATOR,,60,side
3,TaiwanStation_JianNanLuJiannanRd,exit,TaiwanStation_JianNanLuJiannanRd_1,facility,TaiwanStation_JianNanLuJiannanRd_TicketGate_2F_1,between,STAIRS,,120,side
3,TaiwanStation_JianNanLuJiannanRd,exit,TaiwanStation_JianNanLuJiannanRd_2,facility,TaiwanStation_JianNanLuJiannanRd_TicketGate_2F_2,between,ELEVATOR,,30,side
3,TaiwanStation_JianNanLuJiannanRd,exit,TaiwanStation_JianNanLuJiannanRd_2,facility,TaiwanStation_JianNanLuJiannanRd_TicketGate_2F_2,from,ESCALATOR,,90,side
3,TaiwanStation_JianNanLuJiannanRd,exit,TaiwanStation_JianNanLuJiannanRd_2,facility,TaiwanStation_JianNanLuJiannanRd_TicketGate_2F_2,between,STAIRS,,60,side
3,TaiwanStation_JianNanLuJiannanRd,exit,TaiwanStation_JianNanLuJiannanRd_3,facility,TaiwanStation_JianNanLuJiannanRd_TicketGate_2F_2,between,ESCALATOR,,90,side
3,TaiwanStation_JianNanLuJiannanRd,exit,TaiwanStation_JianNanLuJiannanRd_3,facility,TaiwanStation_JianNanLuJiannanRd_TicketGate_2F_2,between,STAIRS,,60,side
4,TaiwanStation_DaZhiDazhi,exit,TaiwanStation_DaZhiDazhi_1,facility,TaiwanStation_DaZhiDazhi_TicketGate_B1_1,between,ELEVATOR,,150,side
4,TaiwanStation_DaZhiDazhi,exit,TaiwanStation_DaZhiDazhi_1,facility,TaiwanStation_DaZhiDazhi_TicketGate_B1_1,between,ESCALATOR,,120,side
4,TaiwanStation_DaZhiDazhi,exit,TaiwanStation_DaZhiDazhi_1,facility,TaiwanStation_DaZhiDazhi_TicketGate_B1_1,between,STAIRS,,120,side
4,TaiwanStation_DaZhiDazhi,exit,TaiwanStation_DaZhiDazhi_2,facility,TaiwanStation_DaZhiDazhi_TicketGate_B1_1,from,ESCALATOR,,90,side
4,TaiwanStation_DaZhiDazhi,exit,TaiwanStation_DaZhiDazhi_2,facility,TaiwanStation_DaZhiDazhi_TicketGate_B1_1,between,STAIRS,,90,side
4,TaiwanStation_DaZhiDazhi,exit,TaiwanStation_DaZhiDazhi_3,facility,TaiwanStation_DaZhiDazhi_TicketGate_B1_1,between,ELEVATOR,,120,side
4,TaiwanStation_DaZhiDazhi,exit,TaiwanStation_DaZhiDazhi_3,facility,TaiwanStation_DaZhiDazhi_TicketGate_B1_1,between,ESCALATOR,,90,side
6,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool,exit,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_1,facility,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_TicketGate_2F_1,between,ELEVATOR,,90,side
6,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool,exit,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_1,facility,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_TicketGate_2F_1,between,ESCALATOR,,90,side
6,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool,exit,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_1,facility,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_TicketGate_2F_1,between,STAIRS,,90,side
1,TaiwanStation_ShiLinShilin,exit,TaiwanStation_ShiLinShilin_1,facility,TaiwanStation_ShiLinShilin_TicketGate_1F_1,between,WALKWAY,,20,island
1,TaiwanStation_ShiLinShilin,exit,TaiwanStation_ShiLinShilin_2,facility,TaiwanStation_ShiLinShilin_TicketGate_1F_2,between,WALKWAY,,20,island
2,TaiwanStation_JianTanJiantan,exit,TaiwanStation_JianTanJiantan_1,facility,TaiwanStation_JianTanJiantan_TicketGate_1F_1,between,WALKWAY,,20,island
2,TaiwanStation_JianTanJiantan,exit,TaiwanStation_JianTanJiantan_2,facility,TaiwanStation_JianTanJiantan_TicketGate_1F_2,between,WALKWAY,,20,island
2,TaiwanStation_JianTanJiantan,exit,TaiwanStation_JianTanJiantan_3,facility,TaiwanStation_JianTanJiantan_TicketGate_1F_3,between,WALKWAY,,10,island
3,TaiwanStation_YuanShanYuanshan,exit,TaiwanStation_YuanShanYuanshan_1,facility,TaiwanStation_YuanShanYuanshan_TicketGate_1F_1,between,WALKWAY,,10,island
3,TaiwanStation_YuanShanYuanshan,exit,TaiwanStation_YuanShanYuanshan_2,facility,TaiwanStation_YuanShanYuanshan_TicketGate_1F_2,between,WALKWAY,,10,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_1,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_1F_1,between,WALKWAY,,10,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_2,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_1F_2,between,WALKWAY,,10,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_3,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_1F_2,between,WALKWAY,,10,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_4,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_1F_2,between,WALKWAY,,10,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_5,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_B2_1,between,STAIRS,,90,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_6,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_B2_1,between,STAIRS,,90,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_7,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_B2_2,between,ESCALATOR,,90,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_8,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_B2_2,between,STAIRS,,80,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_9,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_B2_2,between,STAIRS,,80,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_10,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_B2_2,between,ELEVATOR,,75,island
4,TaiwanStation_MinQuanXiLuMinquanWRd,exit,TaiwanStation_MinQuanXiLuMinquanWRd_10,facility,TaiwanStation_MinQuanXiLuMinquanWRd_TicketGate_B2_2,between,ESCALATOR,,80,island
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_1,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_1,between,ESCALATOR,,80,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_1,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_1,between,STAIRS,,80,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_2,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_1,between,STAIRS,,90,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_3,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_1,between,STAIRS,,90,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_4,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_1,between,ELEVATOR,,90,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_4,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_1,between,ESCALATOR,,80,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_5,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_2,between,ELEVATOR,,90,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_5,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_2,between,ESCALATOR,,80,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_5,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_2,between,STAIRS,,80,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_6,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_2,between,ELEVATOR,,90,complex
5,TaiwanStation_ZhongShanZhongshan,exit,TaiwanStation_ZhongShanZhongshan_6,facility,TaiwanStation_ZhongShanZhongshan_TicketGate_B1_2,between,ESCALATOR,,80,complex
